Title,Features.Max Players,Features.Online?,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Rushed
Devil May Cry 4,1,TRUE,Action,Capcom,84,0.56,19.95,PlayStation 3,T,2008,13.35,54.76666667,74.68333333,32.1,15.35,25.35,12.08333333,11.31666667,15.46666667,8.566666667
Tom Clancy's EndWar,1,TRUE,Strategy,Ubisoft,77,0.56,16.95,X360,E,2008,14.53333333,0,0,0,39,39,39,10.46666667,14.01666667,7.816666667
LEGO Batman: The Videogame,1,TRUE,Action,,73,0.54,17.95,Sony PSP,M,2008,17.33333333,29.21666667,39.55,22.88333333,16.75,28.18333333,13.18333333,9.833333333,13.81666667,7.066666667
BioShock,1,TRUE,Action,2K,94,0.53,17.95,PlayStation 3,E,2008,14.66666667,21.75,33.43333333,15.16666667,16.33333333,33.13333333,10.83333333,12.26666667,21.06666667,8.566666667
Bully: Scholarship Edition,1,TRUE,"Action,Adventure",Rockstar,80,0.53,17.95,X360,T,2008,18.8,26.58333333,32.05,21.63333333,19.53333333,28.38333333,14.95,14.25,21.8,9.85
Prince of Persia,1,TRUE,Action,Ubisoft,81,0.53,16.95,X360,T,2008,13.91666667,18.13333333,31.78333333,13.03333333,15.1,19.51666667,12.01666667,11.63333333,14.86666667,9.466666667
Kung Fu Panda,4,TRUE,Action,Activision,70,0.52,16.95,Nintendo Wii,E,2008,6.7,12.85,15.53333333,9.7,7.166666667,8.033333333,6.283333333,4.683333333,5.416666667,3.916666667
Sonic Chronicles: The Dark Brotherhood,1,TRUE,"Action,Role-Playing (RPG)",Sega,74,0.52,17.95,Nintendo DS,E,2008,22.16666667,39.16666667,47.75,30.58333333,21.7,28.1,17.48333333,14.5,18.73333333,11.53333333
Chrono Trigger,2,TRUE,Role-Playing (RPG),SquareEnix,92,0.51,17.95,Nintendo DS,T,2008,28.25,46.1,78.88333333,31.78333333,27.25,63.01666667,18.66666667,23.41666667,32.6,16.6
Tomb Raider: Underworld,1,TRUE,Action,Eidos,76,0.51,17.95,X360,E,2008,11.51666667,18.88333333,21.96666667,14.46666667,12.11666667,16.01666667,9.733333333,10.25,15.55,7.516666667
skate it,4,TRUE,"Action,Sports",EA,70,0.5,39.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
The Legendary Starfy,1,TRUE,"Action,Adventure",Nintendo,75,0.5,24.95,Nintendo DS,E,2008,14.25,21.38333333,22.9,19.58333333,8.65,9.266666667,8.033333333,8.133333333,8.95,7.15
Mirror's Edge,1,TRUE,Action,EA,79,0.5,14.95,X360,T,2008,7.016666667,13.73333333,37.43333333,8.433333333,8.483333333,21.61666667,6.116666667,6.316666667,11.56666667,4.066666667
Haze,2,TRUE,Action,Ubisoft,55,0.49,12.95,PlayStation 3,T,2008,7.65,22.76666667,22.76666667,22.76666667,6,6,6,6.866666667,8.933333333,5.433333333
Dissidia: Final Fantasy,1,TRUE,"Action,Role-Playing (RPG)",SquareEnix,79,0.49,17.95,Sony PSP,T,2008,63.31666667,117.1666667,206.65,72.48333333,73.53333333,179.3,48.5,30.43333333,40.41666667,23.43333333
Sid Meier's Civilization: Revolution,1,TRUE,Strategy,2K,84,0.49,24.95,X360,T,2008,14.4,43.35,51.33333333,33.83333333,16.35,21.03333333,10.03333333,4.966666667,10.2,3.45
Wall-E,4,TRUE,Action,THQ,51,0.48,17.95,Nintendo Wii,E,2008,7.35,6,6,6,14,14,14,6.283333333,8.25,5
Prince of Persia,1,TRUE,Action,Ubisoft,85,0.48,17.95,PlayStation 3,T,2008,13.91666667,18.13333333,31.78333333,13.03333333,15.1,19.51666667,12.01666667,11.63333333,14.86666667,9.466666667
NHL 09 ,1,TRUE,Sports,EA,88,0.48,14.95,X360,E,2008,26.66666667,40,40,40,0,0,0,20,20,20
Brothers in Arms: Hell's Highway,1,TRUE,Action,Ubisoft,76,0.47,17.95,X360,E,2008,8.966666667,15.5,17.25,13.75,9.8,11.35,8.483333333,8.3,10.26666667,7.066666667
Shaun White Snowboarding,1,TRUE,Sports,Ubisoft,60,0.47,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
Turok,1,TRUE,Action,,69,0.47,14.95,X360,E,2008,9.716666667,12.2,25.55,8.55,8.366666667,10.85,6.55,8.45,16.35,6.05
Iron Man,1,TRUE,Action,Sega,44,0.46,16.95,Sony PSP,E,2008,5.8,9.983333333,12.46666667,7.483333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,3.716666667
De Blob,4,TRUE,Action,THQ,82,0.45,16.95,Nintendo Wii,M,2008,12.13333333,23.15,25.78333333,19.6,11.8,14.73333333,10.05,8.133333333,8.95,7.066666667
Sonic Riders: Zero Gravity,4,TRUE,Racing / Driving,Sega,56,0.45,16.95,Nintendo Wii,T,2008,5.5,9.5,10.75,8.25,6.283333333,7.133333333,5.433333333,3.1,3.516666667,2.7
Rhythm Heaven,1,TRUE,Action,Nintendo,83,0.45,24.95,Nintendo DS,T,2008,9.116666667,19.41666667,22.43333333,15.93333333,8.816666667,11.95,6.283333333,5.966666667,8.6,3.85
Tomb Raider: Underworld,1,TRUE,Action,Eidos,75,0.44,17.95,PlayStation 3,T,2008,11.51666667,18.88333333,21.96666667,14.46666667,12.11666667,16.01666667,9.733333333,10.25,15.55,7.516666667
Advance Wars: Days of Ruin,4,TRUE,Strategy,Nintendo,86,0.43,17.95,Nintendo DS,E,2008,33.93333333,90.51666667,100.1166667,80.91666667,41.06666667,72.58333333,27.08333333,20.11666667,36.1,15.05
LEGO Batman: The Videogame,2,TRUE,Action,,75,0.43,17.95,PlayStation 3,E,2008,17.33333333,29.21666667,39.55,22.88333333,16.75,28.18333333,13.18333333,9.833333333,13.81666667,7.066666667
Far Cry 2,1,TRUE,Action,Ubisoft,85,0.43,19.95,PlayStation 3,T,2008,26,40.4,64.76666667,27.16666667,29.15,79.78333333,18.78333333,17.31666667,28.56666667,11.56666667
Harvest Moon: Island of Happiness,1,TRUE,"Simulation,Strategy",,65,0.42,24.95,Nintendo DS,E,2008,43,0,0,0,43,43,43,0,0,0
Brothers in Arms: Hell's Highway,1,TRUE,Action,Ubisoft,76,0.42,19.95,PlayStation 3,T,2008,8.966666667,15.5,17.25,13.75,9.8,11.35,8.483333333,8.3,10.26666667,7.066666667
Sonic Unleashed,1,TRUE,"Action,Adventure",Sega,54,0.42,17.95,PlayStation 3,T,2008,13.15,17.35,17.35,17.35,13.28333333,16.63333333,9.95,12.8,15.45,10.81666667
Pinball Hall of Fame: The Williams Collection,1,TRUE,Simulation,,82,0.41,17.95,Nintendo Wii,T,2008,29.25,32.33333333,41.83333333,22.83333333,0,0,0,20,20,20
Sonic Unleashed,1,TRUE,"Action,Adventure",Sega,60,0.41,17.95,X360,E,2008,13.15,17.35,17.35,17.35,13.28333333,16.63333333,9.95,12.8,15.45,10.81666667
Samba de Amigo,2,TRUE,Action,Sega,68,0.4,12.95,Nintendo Wii,T,2008,8,0,0,0,0,0,0,8,8,8
?kami,1,TRUE,Action,Capcom,90,0.39,17.95,Nintendo Wii,M,2008,44.96666667,57.2,78.06666667,43.06666667,45.86666667,73.93333333,34.75,36.96666667,48.86666667,25.86666667
LEGO Indiana Jones: The Original Adventures,2,TRUE,Action,,77,0.38,17.95,PlayStation 3,E,2008,15.13333333,22,29.31666667,15,14.21666667,17.8,10.91666667,9.7,13.61666667,8.083333333
MotorStorm: Pacific Rift,4,TRUE,"Action,Racing / Driving,Sports",Sony,82,0.37,29.95,PlayStation 3,T,2008,37.5,120,120,120,39.01666667,52.75,31.25,24.43333333,32.1,17.1
Tiger Woods PGA Tour 09,4,TRUE,Sports,EA,84,0.37,19.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0
SimCity Creator,1,TRUE,Simulation,EA,67,0.37,24.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Tiger Woods PGA Tour 09,4,TRUE,Sports,EA,82,0.36,19.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
Sid Meier's Civilization: Revolution,1,TRUE,"Simulation,Strategy",2K,80,0.36,17.95,Nintendo DS,M,2008,14.4,43.35,51.33333333,33.83333333,16.35,21.03333333,10.03333333,4.966666667,10.2,3.45
Pure,1,TRUE,"Racing / Driving,Sports",Disney,83,0.36,17.95,PlayStation 3,M,2008,13.66666667,16.66666667,19.91666667,13.41666667,14.66666667,19.16666667,12.16666667,9.933333333,12.6,7.983333333
Turok,1,TRUE,Action,,67,0.36,16.95,PlayStation 3,M,2008,9.716666667,12.2,25.55,8.55,8.366666667,10.85,6.55,8.45,16.35,6.05
Crash: Mind over Mutant,1,TRUE,Action,,70,0.36,17.95,Nintendo Wii,E,2008,6.083333333,5.6,5.6,5.6,9.033333333,9.033333333,9.033333333,5.833333333,7.416666667,4.716666667
Spider-Man: Web of Shadows,1,TRUE,Action,Activision,68,0.36,19.95,X360,E,2008,12.56666667,19.63333333,20.45,18.81666667,13.15,14.41666667,12.26666667,10.7,12.91666667,8.666666667
Frontlines: Fuel of War,1,TRUE,Action,THQ,75,0.35,14.95,X360,M,2008,5.85,0,0,0,8.383333333,10.1,7.1,5.5,9.183333333,4.183333333
GRID,1,TRUE,"Racing / Driving,Simulation,Sports",,87,0.35,19.95,X360,E,2008,28.58333333,47.18333333,114.6333333,28.63333333,24.56666667,34.31666667,18.31666667,20.61666667,40.65,14.9
Too Human,1,TRUE,"Action,Role-Playing (RPG)",Microsoft,65,0.35,14.95,X360,T,2008,20.51666667,119,119,119,23.83333333,45.83333333,16.33333333,12.91666667,16.46666667,10.46666667
Speed Racer: The Videogame,2,TRUE,Racing / Driving,,69,0.34,16.95,Nintendo Wii,M,2008,12.38333333,12.38333333,12.38333333,12.38333333,0,0,0,0,0,0
LEGO Indiana Jones: The Original Adventures,1,TRUE,Action,,76,0.34,17.95,Sony PSP,E,2008,15.13333333,22,29.31666667,15,14.21666667,17.8,10.91666667,9.7,13.61666667,8.083333333
SEGA Bass Fishing,1,TRUE,Sports,Sega,59,0.34,17.95,Nintendo Wii,E,2008,8.366666667,14.08333333,14.11666667,14.03333333,7,7,7,3.333333333,4.666666667,2
The Chronicles of Narnia: Prince Caspian,2,TRUE,"Action,Role-Playing (RPG)",Disney,63,0.33,16.95,Nintendo Wii,M,2008,12.81666667,11.65,11.81666667,11.48333333,0,0,0,14,16,12
Iron Man,1,TRUE,Action,Sega,56,0.33,14.95,Nintendo DS,M,2008,5.8,9.983333333,12.46666667,7.483333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,3.716666667
The Sims 2: Apartment Pets,1,TRUE,Simulation,EA,50,0.33,17.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
MLB 08: The Show,1,TRUE,Sports,Sony,83,0.33,14.95,Sony PSP,M,2008,10,0,0,0,0,0,0,10,10,10
Iron Man,1,TRUE,Action,Sega,42,0.33,17.95,PlayStation 3,T,2008,5.8,9.983333333,12.46666667,7.483333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,3.716666667
Madagascar: Escape 2 Africa,1,TRUE,"Action,Adventure",Activision,55,0.32,17.95,Nintendo DS,T,2008,6.5,0,0,0,7,7,7,6,6,6
GRID,1,TRUE,"Racing / Driving,Simulation,Sports",,87,0.31,24.95,PlayStation 3,T,2008,28.58333333,47.18333333,114.6333333,28.63333333,24.56666667,34.31666667,18.31666667,20.61666667,40.65,14.9
NHL 09,1,TRUE,Sports,EA,88,0.31,19.95,PlayStation 3,M,2008,26.66666667,40,40,40,0,0,0,20,20,20
Banjo-Kazooie: Nuts & Bolts,1,TRUE,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,0.31,17.95,X360,E,2008,26.93333333,56,84.81666667,38.51666667,20.48333333,25.36666667,17.86666667,16.18333333,19.01666667,13.86666667
Hot Shots Golf: Out of Bounds,4,TRUE,Sports,Sony,81,0.3,34.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Rune Factory 2: A Fantasy Harvest Moon,1,TRUE,"Action,Role-Playing (RPG),Simulation",,79,0.3,17.95,Nintendo DS,T,2008,66.13333333,38,38,38,75.51666667,87.23333333,63.78333333,0,0,0
SimCity Creator,1,TRUE,Simulation,EA,69,0.3,17.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
Patapon,1,TRUE,"Action,Strategy",Sony,86,0.3,17.95,Sony PSP,T,2008,19.9,33.41666667,42.48333333,24.76666667,27.7,36.2,20.8,15.88333333,23.71666667,12.26666667
Shaun White Snowboarding,1,TRUE,Sports,Ubisoft,63,0.3,15.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Iron Man,1,TRUE,Action,Sega,44,0.3,17.95,Nintendo Wii,T,2008,5.8,9.983333333,12.46666667,7.483333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,3.716666667
Sega Superstars Tennis,1,TRUE,Sports,Sega,65,0.29,14.95,Nintendo DS,T,2008,7.883333333,0,0,0,8.583333333,8.883333333,8.283333333,7.4,7.85,6.966666667
Lost Planet: Extreme Condition,1,TRUE,Action,Capcom,67,0.29,16.95,PlayStation 3,T,2008,8.866666667,12.7,15.6,9.8,9.516666667,12.73333333,8.483333333,8.566666667,13.26666667,6.35
Mirror's Edge,1,TRUE,Action,EA,79,0.29,14.95,PlayStation 3,T,2008,7.016666667,13.73333333,37.43333333,8.433333333,8.483333333,21.61666667,6.116666667,6.316666667,11.56666667,4.066666667
The Incredible Hulk,1,TRUE,Action,Sega,46,0.29,16.95,Nintendo Wii,T,2008,5.216666667,5.216666667,5.216666667,5.216666667,0,0,0,0,0,0
Condemned 2: Bloodshot,1,TRUE,"Action,Adventure",Sega,80,0.29,14.95,X360,T,2008,10.15,35,35,35,11.61666667,13.4,10.4,8.633333333,10.15,7.383333333
Sega Superstars Tennis,4,TRUE,Sports,Sega,71,0.28,12.95,Nintendo Wii,E,2008,7.883333333,0,0,0,8.583333333,8.883333333,8.283333333,7.4,7.85,6.966666667
Speed Racer: The Videogame,1,TRUE,Racing / Driving,,75,0.28,17.95,Nintendo DS,M,2008,12.38333333,12.38333333,12.38333333,12.38333333,0,0,0,0,0,0
Viva Pi$?ata: Pocket Paradise,1,TRUE,"Simulation,Strategy",THQ,82,0.28,17.95,Nintendo DS,T,2008,20.33333333,0,0,0,0,0,0,20.33333333,22.83333333,17.83333333
Tom Clancy's EndWar,1,TRUE,Strategy,Ubisoft,76,0.28,17.95,PlayStation 3,M,2008,14.53333333,0,0,0,39,39,39,10.46666667,14.01666667,7.816666667
Iron Man,1,TRUE,Action,Sega,45,0.28,17.95,X360,M,2008,5.8,9.983333333,12.46666667,7.483333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,3.716666667
Need for Speed: Undercover,4,TRUE,Racing / Driving,EA,54,0.27,27.95,Nintendo Wii,E,2008,12.18333333,16.11666667,18.15,14.3,13.78333333,16.68333333,11.68333333,10.58333333,11.68333333,8.883333333
Wall-E,4,TRUE,Action,THQ,50,0.27,14.95,X360,E,2008,7.35,6,6,6,14,14,14,6.283333333,8.25,5
Spectrobes: Beyond the Portals,1,TRUE,"Action,Role-Playing (RPG)",Disney,70,0.27,11.95,Nintendo DS,M,2008,30.25,0,0,0,36.23333333,36.23333333,36.23333333,24.26666667,24.26666667,24.26666667
MX vs. ATV Untamed,1,TRUE,Educational,Ubisoft,59,0.27,16.95,Sony PSP,T,2008,12,0,0,0,0,0,0,12,12,12
Mercenaries 2: World in Flames,1,TRUE,Action,EA,72,0.27,15.95,PlayStation 3,E,2008,22.86666667,37,43.25,30.75,24.66666667,26.33333333,22.28333333,16.95,19,12.73333333
Infinite Undiscovery,1,TRUE,"Action,Role-Playing (RPG)",SquareEnix,68,0.27,17.95,X360,T,2008,34.83333333,150,150,150,40.61666667,48.7,32.45,24.43333333,51.93333333,17.18333333
TNA iMPACT!,4,TRUE,Sports,Midway,62,0.26,14.95,X360,M,2008,15.88333333,45.16666667,45.16666667,45.16666667,32.93333333,32.93333333,32.93333333,8.166666667,9.55,7.05
Enemy Territory: Quake Wars,1,TRUE,Action,Activision,69,0.26,14.95,X360,T,2008,9.916666667,0,0,0,8.7,10.4,6.9,11.11666667,16.96666667,7.466666667
Fire Emblem: Shadow Dragon,1,TRUE,"Role-Playing (RPG),Strategy",Nintendo,81,0.25,19.95,Nintendo DS,M,2008,23.31666667,36.88333333,40.11666667,34.26666667,26.1,38.16666667,18.68333333,20.75,26.68333333,15.76666667
Neopets Puzzle Adventure,1,TRUE,"Adventure,Role-Playing (RPG),Strategy",Capcom,70,0.25,17.95,Nintendo DS,T,2008,3,0,0,0,0,0,0,3,3,3
Tales of Vesperia,1,TRUE,"Adventure,Role-Playing (RPG)",Namco,79,0.25,27.95,X360,M,2008,71.78333333,190.3166667,240.7,130.7,75.18333333,114.5833333,48.83333333,51.68333333,75.16666667,39.66666667
SingStar ABBA,8,TRUE,Action,Sony,70,0.24,17.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Burst Limit,2,TRUE,Action,"Atari,Namco",72,0.24,17.95,X360,E,2008,8.05,0,0,0,21.66666667,24.16666667,19.16666667,5.5,7.316666667,4.266666667
Apollo Justice: Ace Attorney,1,TRUE,"Adventure,Simulation",Capcom,78,0.24,24.95,Nintendo DS,T,2008,19.85,19.91666667,24.03333333,13.96666667,22.36666667,26.4,19.85,19.51666667,23.25,15.23333333
Castlevania: Order of Ecclesia,1,TRUE,"Action,Adventure,Role-Playing (RPG)",Konami,85,0.24,24.95,Nintendo DS,T,2008,14.76666667,24.08333333,33.66666667,16.41666667,14.01666667,20.93333333,10.13333333,10.83333333,14.2,7.6
Mega Man Star Force 2: Zerker X Ninja,1,TRUE,"Action,Role-Playing (RPG)",Capcom,55,0.24,17.95,Nintendo DS,T,2008,19.71666667,24,24,24,21.3,22.51666667,20.35,17.28333333,19.23333333,15.8
Enemy Territory: Quake Wars,1,TRUE,Action,Activision,60,0.24,16.95,PlayStation 3,T,2008,9.916666667,0,0,0,8.7,10.4,6.9,11.11666667,16.96666667,7.466666667
Namco Museum: Virtual Arcade,1,TRUE,"Action,Racing / Driving",Namco,63,0.24,17.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
NASCAR 09,1,TRUE,"Racing / Driving,Sports",EA,69,0.24,19.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
Turning Point: Fall of Liberty,1,TRUE,Action,,43,0.24,7.95,X360,M,2008,5.116666667,5.216666667,5.216666667,5.216666667,3.216666667,3.216666667,3.216666667,5.266666667,6.15,4.566666667
Summer Athletics 2009,4,TRUE,Sports,,56,0.23,19.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,2,TRUE,Action,Midway,82,0.23,14.95,X360,M,2008,14.06666667,22.51666667,23.58333333,20.96666667,18.7,26.25,13.75,11,19.36666667,7.616666667
Shaun White Snowboarding,1,TRUE,"Racing / Driving,Sports",Ubisoft,63,0.23,16.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
Dark Sector,1,TRUE,Action,,72,0.23,14.95,PlayStation 3,T,2008,9.166666667,16.95,20.4,13.48333333,9.833333333,11.45,8.45,8.2,10.85,5.716666667
The Last Remnant,1,TRUE,Role-Playing (RPG),SquareEnix,66,0.23,14.95,X360,T,2008,87.28333333,151.3333333,186.3333333,127.3333333,79.25,118.55,54.36666667,60.78333333,80.93333333,45.93333333
Dragon Ball Z: Burst Limit,2,TRUE,Action,"Atari,Namco",71,0.22,19.95,PlayStation 3,M,2008,8.05,0,0,0,21.66666667,24.16666667,19.16666667,5.5,7.316666667,4.266666667
NASCAR 09,1,TRUE,"Racing / Driving,Sports",EA,65,0.22,22.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
Turning Point: Fall of Liberty,1,TRUE,Action,,42,0.22,7.95,PlayStation 3,T,2008,5.116666667,5.216666667,5.216666667,5.216666667,3.216666667,3.216666667,3.216666667,5.266666667,6.15,4.566666667
MX vs. ATV Untamed,1,TRUE,Racing / Driving,THQ,70,0.22,24.95,Nintendo Wii,E,2008,12,0,0,0,0,0,0,12,12,12
Crash: Mind over Mutant,1,TRUE,Action,,60,0.22,24.95,X360,M,2008,6.083333333,5.6,5.6,5.6,9.033333333,9.033333333,9.033333333,5.833333333,7.416666667,4.716666667
The Incredible Hulk,1,TRUE,Action,Sega,55,0.22,17.95,X360,E,2008,5.216666667,5.216666667,5.216666667,5.216666667,0,0,0,0,0,0
Silent Hill: Homecoming,1,TRUE,Action,Konami,70,0.22,17.95,X360,T,2008,10.13333333,13.13333333,16.5,9.75,11.55,15.58333333,9.583333333,9.35,14.58333333,7.583333333
TNA iMPACT!,4,TRUE,Sports,Midway,64,0.21,12.95,PlayStation 3,M,2008,15.88333333,45.16666667,45.16666667,45.16666667,32.93333333,32.93333333,32.93333333,8.166666667,9.55,7.05
The Incredible Hulk,1,TRUE,Action,Sega,55,0.21,16.95,PlayStation 3,T,2008,5.216666667,5.216666667,5.216666667,5.216666667,0,0,0,0,0,0
Kung Fu Panda,1,TRUE,Action,Activision,76,0.21,19.95,PlayStation 3,M,2008,6.7,12.85,15.53333333,9.7,7.166666667,8.033333333,6.283333333,4.683333333,5.416666667,3.916666667
Dark Sector,1,TRUE,Action,,72,0.21,13.95,X360,M,2008,9.166666667,16.95,20.4,13.48333333,9.833333333,11.45,8.45,8.2,10.85,5.716666667
Tales of Symphonia: Dawn of the New World,4,TRUE,Role-Playing (RPG),Namco,68,0.2,24.95,Nintendo Wii,T,2008,41,87.63333333,106.9166667,73.48333333,44.23333333,61.28333333,35.68333333,32.81666667,39.81666667,26.03333333
Valkyrie Profile: Covenant of the Plume,1,TRUE,"Role-Playing (RPG),Strategy",SquareEnix,74,0.2,24.95,Nintendo DS,M,2008,26.45,53.76666667,64.95,44.35,28.76666667,36.48333333,21.91666667,15.46666667,17.83333333,13.33333333
Spider-Man: Web of Shadows,1,TRUE,Action,Activision,67,0.2,24.95,PlayStation 3,E,2008,12.56666667,19.63333333,20.45,18.81666667,13.15,14.41666667,12.26666667,10.7,12.91666667,8.666666667
TV Show King,4,TRUE,Strategy,,65,0.19,17.95,Nintendo Wii,T,2008,30,30,30,30,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,4,TRUE,"Action,Simulation",,63,0.19,14.95,X360,M,2008,3.633333333,0,0,0,0,0,0,3.633333333,4.883333333,2.766666667
The Chronicles of Narnia: Prince Caspian,1,TRUE,Role-Playing (RPG),Disney,54,0.19,10.95,Nintendo DS,M,2008,12.81666667,11.65,11.81666667,11.48333333,0,0,0,14,16,12
Hot Shots Golf: Open Tee 2,1,TRUE,Sports,Sony,82,0.19,14.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,1,TRUE,"Action,Simulation",,60,0.19,14.95,PlayStation 3,E,2008,3.633333333,0,0,0,0,0,0,3.633333333,4.883333333,2.766666667
Harvest Moon: Magical Melody,4,TRUE,"Role-Playing (RPG),Simulation",,69,0.18,23.95,Nintendo Wii,T,2008,32.96666667,0,0,0,44.33333333,47.33333333,41.33333333,29.18333333,32.28333333,26.78333333
Dynasty Warriors 6,2,TRUE,"Action,Strategy",,59,0.18,24.95,PlayStation 3,M,2008,29.35,0,0,0,46,55.5,35.5,15.5,16.3,14.3
Order Up!,1,TRUE,"Action,Simulation",,76,0.18,17.95,Nintendo Wii,T,2008,6.633333333,0,0,0,7.916666667,7.916666667,7.916666667,6,6,6
NBA Ballers: Chosen One,4,TRUE,Sports,Midway,55,0.17,9.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
Age of Empires: Mythologies,1,TRUE,Strategy,THQ,78,0.17,17.95,Nintendo DS,T,2008,16.6,13.2,13.2,13.2,20,20,20,0,0,0
LocoRoco 2,1,TRUE,"Action,Strategy",Sony,85,0.17,11.95,Sony PSP,M,2008,17.26666667,110.2,161.9833333,58.4,11.05,15,8.733333333,6.95,8.733333333,5.333333333
Star Ocean: First Departure,1,TRUE,"Action,Role-Playing (RPG)",SquareEnix,74,0.17,17.95,Sony PSP,T,2008,23.28333333,44.58333333,52.11666667,37.05,25.23333333,36.98333333,19.98333333,21.08333333,27.9,16.85
Lost: Via Domus,1,TRUE,"Action,Adventure",Ubisoft,54,0.17,16.95,PlayStation 3,T,2008,5.833333333,6.566666667,9.883333333,5.383333333,5.333333333,5.5,5.166666667,5.35,5.8,4.933333333
Tetris Party,4,TRUE,Strategy,,75,0.16,24.95,Nintendo Wii,T,2008,2,0,0,0,0,0,0,2,2,2
Bully: Scholarship Edition,2,TRUE,"Action,Adventure",Rockstar,83,0.16,17.95,Nintendo Wii,E,2008,18.8,26.58333333,32.05,21.63333333,19.53333333,28.38333333,14.95,14.25,21.8,9.85
The Spiderwick Chronicles,2,TRUE,"Action,Adventure",,62,0.16,16.95,Nintendo Wii,M,2008,5.333333333,0,0,0,8,8,8,4,4.5,3.5
Dynasty Warriors 6,2,TRUE,"Action,Strategy",,60,0.16,24.95,X360,M,2008,29.35,0,0,0,46,55.5,35.5,15.5,16.3,14.3
Facebreaker,2,TRUE,Sports,EA,54,0.16,12.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden: Dragon Sword,1,TRUE,Action,,83,0.16,12.95,Nintendo DS,E,2008,5.3,0,0,0,6.35,6.583333333,6.116666667,5.166666667,6.533333333,3.366666667
Condemned 2: Bloodshot,1,TRUE,"Action,Adventure",Sega,82,0.16,14.95,PlayStation 3,T,2008,10.15,35,35,35,11.61666667,13.4,10.4,8.633333333,10.15,7.383333333
Silent Hill: Homecoming,1,TRUE,Action,Konami,71,0.16,17.95,PlayStation 3,E,2008,10.13333333,13.13333333,16.5,9.75,11.55,15.58333333,9.583333333,9.35,14.58333333,7.583333333
Command & Conquer: Red Alert 3,1,TRUE,Strategy,EA,77,0.16,14.95,X360,T,2008,14.7,43.35,43.35,43.35,18.55,24.5,13.9,10.98333333,13.36666667,8.866666667
Viking: Battle for Asgard,1,TRUE,Action,Sega,68,0.16,14.95,X360,M,2008,17.5,22.51666667,27.11666667,16.45,17.31666667,21.93333333,13.93333333,13.03333333,18.75,9.983333333
Beijing 2008,4,TRUE,Sports,Sega,60,0.15,14.95,X360,T,2008,5.5,0,0,0,5.5,5.5,5.5,0,0,0
Don King Presents: Prizefighter,2,TRUE,Sports,2K,56,0.15,14.95,X360,M,2008,12.85,0,0,0,12.85,12.85,12.85,0,0,0
Bomberman,1,TRUE,"Action,Strategy",,73,0.15,12.95,Sony PSP,M,2008,3.333333333,0,0,0,0,0,0,3.333333333,4.133333333,2.633333333
Ferrari Challenge Trofeo Pirelli,1,TRUE,Racing / Driving,,71,0.15,17.95,PlayStation 3,E,2008,32,48,48,48,0,0,0,16,16,16
Command & Conquer 3: Kane's Wrath,1,TRUE,Strategy,EA,75,0.15,17.95,X360,M,2008,9.766666667,0,0,0,11.31666667,13.7,8.683333333,8.733333333,10.11666667,6.7
Lost: Via Domus,1,TRUE,"Action,Adventure",Ubisoft,55,0.15,17.95,X360,M,2008,5.833333333,6.566666667,9.883333333,5.383333333,5.333333333,5.5,5.166666667,5.35,5.8,4.933333333
NHL 2K9 ,1,TRUE,Sports,2K,69,0.15,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
